passage_id,node_id,numChildren,label,Edge_id,parent_type,Parent_id,parent_edge_id,Terminal,Text,Original Refinement,Refinement2,Comments,Possible Foundational layer disputes,text_reduced,text_reduced1
39,1.67,1,D,1.2->1.67,FN,1.2,1.1->1.2,could,"[A [E [H [P Striking] [A [E an] [C average] [R of] [E [C observations] [E [A* observations] [P taken] [A [R at] [E different] [C times] ] ] ] ] ... [A* you] ] [F -] [H [P rejecting] [A [E those] [E timid] [C estimates] [E [A* estimates] [R that] [P gave] [A [E the] [C object] ] [A [E [E a] [C length] ] [R of] [E 200] [C feet] ] ] ] ... [A* you] ] [U ,] [L and] [H [P ignoring] [A [E those] [E exaggerated] [C views] [E [A* views] [R that] [P saw] [A it] [A [R as] [C [C [E a] [C mile] [E wide] ] [N and] [C [C* mile] [E three] [E long] ] ] ] ] ] ... [A* you] ] ] [F -] [C you] ] [D could] [D still] [P assert] [A [R that] [A [E this] [E phenomenal] [C creature] ] [D greatly] [P exceeded] [A [E the] [C dimensions] [R of] [E [C anything] [E [A* anything] [T then] [P known] [A [R to] [C ichthyologists] ] ] ] ] ]",mood,mood,,,[A][D][D][P][A],ADDPA
40,1.35,1,D,1.33->1.35,FN,1.33,1.1->1.33,can,[A you] [D can] [P understand] [A [E the] [E worldwide] [C excitement] [E [A* excitement] [P caused] [A [A IMPLICIT] [R by] [P [E this] ... [C apparition] ] [D unearthly] ] ] ],mood,mood,,,[A][D][P][A],ADPA
40,1.68,2,D,1.64->1.68,FN,1.64,1.1->1.64,had to,[A [E that] [C charge] ] [D had to] [F be] [P dropped] [U .],mood,mood,,,[A][D][F][P][U,ADP
41,1.15,1,D,1.148->1.150,FN,1.148,1.135->1.148,could,[A* mammal] [R that] [D could] [P spurt] [A [R from] [E its] [C blowholes] ] [A [C waterspouts] [E [A IMPLICIT] [A* waterspouts] [P mixed] [A [R with] [C [C air] [N and] [C steam] [U .] ] ] ] ],mood,mood,,,[A*][R][D][P][A][A],A*DPAA
42,1.4,1,D,1.35->1.40,FN,1.35,1.1->1.35,could,[A [E this] [E extraordinary] [C cetacean] ] [D could] [P transfer] [A itself] [A [R from] [C [E one] [C locality] ] [R to] [C [C* locality] [E another] ] ] [D [R with] [E startling] [C swiftness] ],mood,mood,,,[A][D][P][A][A][D],ADPAAD
45,1.114,1,D,1.111->1.114,FN,1.111,1.110->1.111,could,[A* kraken] [R whose] [A tentacles] [D could] [P entwine] [A [E a] [E [E 500] [U -] [C ton] ] [C craft] ],mood,mood,,,[A*][R][A][D][P][A],A*ADPA
49,1.102,1,D,1.88->1.102,FN,1.88,1.1->1.88,would,"[A [R Without] [E the] [E high] [C quality] [E [R of] [E its] [C hull] ] ] [U ,] [A [E the] [C Moravian] ] [D would] [G surely] [F have] [P split open] [A [R from] [E this] [C collision] ]",mood,mood,,,[A][U][A][D][G][F][P][A],AADPA
50,1.111,1,D,1.109->1.111,FN,1.109,1.101->1.109,apparently,[A IMPLICIT] [A* [E the] [C Moravian] ] [D apparently] [P undamaged],mood,,,possible ground?,[A][A*[E][C]][D][P],AA*DP
51,1.15,1,D,1.2->1.15,FN,1.2,1.1->1.2,might,"[A IMPLICIT] [A [E This] [C occurrence] [U ,] [E [A* occurrence] [D extremely] [S serious] [A [R in] [C itself] ] ] ] [U ,] [D might] [G perhaps] [F have] [F been] [P forgotten] [A [R like] [E [E so] [C many] ] [C others] ]",mood,mood,,,[A][A][U][D][G][F][F][P][A],AADPA
53,1.18,1,D,1.16->1.18,FN,1.16,1.1->1.16,can,"[A everyone] [D can] [D fully] [P understand] [A [S [E the] [C importance] ] [A [R of] [E this] [E maritime] [E transportation] [C company] [U ,] [E [A* company] [S known] [A [E the] [C world] [R over] ] [A [A* company] [R for] [P [E its] ... [C management] ] [D shrewd] ] ] ] ]",mood,mood,,,[A][D][D][P][A],ADDPA
53,1.145,1,D,1.143->1.145,FN,1.143,1.1->1.143,can,[A IMPLICIT] [A* [A passengers] [D still] [P choose] [A [E the] [E Cunard] [C line] [E [R in preference to] [E all] [C others] ] ] ] [D can] [F be] [P seen] [A [R in] [P [E a] ... [C survey] ] [T recent] ... [A [R of] [E official] [C documents] ] ],mood,mood,,,[A][A*[A][D][P][A]][D][F][P][A],AA*ADPADPA
56,1.51,1,D,1.46->1.51,FN,1.46,1.1->1.46,would,[A nobody] [A [R on] [C board] ] [D would] [F have] [F been] [P disturbed] [A [R by] [C it] ],mood,mood,,,[A][A][D][F][F][P][A],AADPA
57,1.27,1,D,1.23->1.27,FN,1.23,1.1->1.23,could,"[G In fact] [U ,] [A there] [D could] [F be] [D no] [D immediate] [S danger]",mood,mood,,,[G][U][A][D][F][D][D][S],ADDDS
57,1.48,1,D,1.44->1.48,FN,1.44,1.1->1.44,could,[A [E the] [C Scotia] ] [D could] [P brave] [A [E any] [C leak] ] [D [R with] [C impunity] [U .] ],mood,mood,,,[A][D][P][A][D],ADPAD
58,1.66,1,D,1.62->1.66,FN,1.62,1.1->1.62,would,[A [E their] [C furnaces] ] [D would] [F have] [F been] [D abruptly] [P extinguished] [U .],mood,mood,,,[A][D][F][F][D][P][U,ADDP
59,1.61,1,D,1.55->1.61,FN,1.55,1.1->1.55,could,[A IMPLICIT] [A [E Such] [E a] [C leak] ] [D could] [D not] [F be] [P patched],mood,mood,,,[A][A][D][D][F][P],AADDP
60,1.26,1,D,1.24->1.26,FN,1.24,1.1->1.24,could,[A They] [D could] [D n't] [P believe] [A [E their] [C eyes] ],mood,mood,,,[A][D][D][P][A],ADDPA
60,1.84,1,D,1.80->1.84,FN,1.8,1.1->1.80,could,[A [E no] [C punch] ] [D could] [F have] [P done] [A [E a] [E cleaner] [C job] ] [A [R of] [C it] ],mood,mood,,,[A][D][F][P][A][A],ADPAA
60,1.99,1,D,1.97->1.99,FN,1.97,1.1->1.97,must,[A it] [D must] [F have] [F been] [P produced] [A [R by] [E a] [E perforating] [C tool] [E [A* tool] [R of] [D uncommon] [S toughness] ] ],mood,mood,,,[A][D][F][F][P][A],ADPA
61,1.59,2,D,1.54->1.59,FN,1.54,1.1->1.54,had to,"[A [E This] [E outrageous] [C animal] ] [D had to] [P shoulder] [A [C responsibility] [E [R for] [E all] [E derelict] [C vessels] [U ,] [E [A* vessels] [R whose] [A numbers] [F are] [G unfortunately] [S considerable] ] ] ]",mood,mood,,,[A][D][P][A],ADPA
61,1.111,1,D,1.110->1.111,FN,1.11,1.101->1.110,supposedly,[A* [C [E steam] ... [C* ships] ] [N or] [C [E sailing] [C ships] ] ] [D supposedly] [P lost] [A [R with] [C all hands] ],mood,,,,[A*][D][P][A],A*DPA
288,1.69,1,D,1.67->1.69,FN,1.67,1.1->1.67,could,[D how] [D could] [A it] [P move about] [A [R with] [E such] [E prodigious] [C speed] [U ?] ],mood,mood,,,[D][D][A][P][A],DDAPA
290,1.7,1,D,1.4->1.7,FN,1.4,1.3->1.4,possible,[D only] [D two] [D possible] [P solutions] [A [R to] [E the] [C question] ],mood,,,"mood, could also be description?",[D][D][D][P][A],DDDPA
291,1.17,1,D,1.15->1.17,FN,1.15,1.1->1.15,could,[A it] [D could] [D n't] [P stand up] [A [R to] [C inquiries] [E [A IMPLICIT] [A* inquiries] [P conducted] [A [R in] [E both] [C [C [E the] [E New] [C World] ] [N and] [C [C* World] [E the] [E Old] ] ] ] ] ],mood,mood,,,[A][D][D][P][A],ADDPA
291,1.71,1,D,1.69->1.71,FN,1.69,1.1->1.69,could,[A how] [D could] [A he] [F have] [P built] [A it] [A [R in] [C secret] [U ?] ],mood,mood,,,[A][D][A][F][P][A][A],ADAPAA
292,1.7,1,D,1.2->1.7,FN,1.2,1.1->1.2,could,[A [E Only] [E some] [C government] ] [D could] [S own] [A [E such] [E an] [C engine] [E [R of] [C destruction] ] ],mood,mood,,,[A][D][S][A],ADSA
292,1.67,1,D,1.63->1.67,FN,1.63,1.49->1.63,could,[A [E some] [C nation] ] [D could] [F have] [F been] [P testing] [A [E such] [E a] [E fearsome] [C machine] ],mood,mood,,,[A][D][F][F][P][A],ADPA
293,1.57,1,D,1.47->1.57,FN,1.47,1.1->1.47,could,[A IMPLICIT] [A [S [E the] [C sincerity] ] [A [R of] [E these] [C governments] ] ] [D could] [D not] [F be] [P doubted],mood,mood,,,[A][A][D][D][F][P],AADDP
293,1.66,1,D,1.64->1.66,FN,1.64,1.1->1.64,could,[D how] [D could] [A [P [E the] [C assembly] ] [A [R of] [E this] [E underwater] [C boat] ] ] [F have] [P escaped] [A [A IMPLICIT] [D public] [P notice] ],mood,mood,,,[D][D][A][F][P][A],DDAPA
293,1.94,1,D,1.83->1.94,FN,1.83,1.1->1.83,would,[A [A IMPLICIT] [P Keeping] [A [E a] [C secret] ] [A [R under] [E such] [C circumstances] ] ] [D would] [F be] [S difficult] [D enough] [A [R for] [E an] [C individual] ],mood,mood,,,[A][D][F][S][D][A],ADSDA
296,1.99,1,D,1.97->1.99,FN,1.97,1.1->1.97,could,[A I] [D could] [P deny] [A [E the] [C reality] [E [R of] [E the] [C business] ] ],mood,mood,,,[A][D][P][A],ADPA
296,1.136,2,D,1.128->1.136,FN,1.128,1.1->1.128,had to,"[T soon] [U ,] [A [E [P pinned to the wall] [U ,] [A* I] ] [C I] ] [D had to] [P explain myself] [D straight out]",mood,mood,,,[T][U][A][D][P][D],ADPD
297,1.9,1,D,1.7->1.9,FN,1.7,1.1->1.7,could,[A I] [D could] [D no] [D longer] [P hold my tongue],mood,mood,,,[A][D][D][D][P],ADDDP
299,1.3,1,D,1.24->1.30,FN,1.24,1.6->1.24,able,[A [E No] [C soundings] ] [F have] [F been] [D able] [F to] [P reach] [A them],mood,mood,,,[A][F][F][D][F][P][A],ADPA
300,1.22,1,D,1.9->1.22,FN,1.9,1.6->1.9,can,[A [E the] [C solution] [E [R to] [E this] [C problem] [E [A* problem] [P submitted] [A [R to] [C me] ] ] ] ] [D can] [P [C take the form] [R of] ] [A [E a] [C choice] [E [R between] [E two] [C alternatives] [U .] ] ],mood,mood,,,[A][D][P][A],ADPA
302,1.113,1,D,1.94->1.113,FN,1.94,1.77->1.94,can,"[A* animals] [R which] [A [C [E some] [C development] [E [R or] [C other] ] ] [U ,] [C [E an] [C urge] ] [N or] [C [E a] [C whim] [E if you prefer] ] ] [U ,] [D can] [P bring] [A [R to] [E [E the] [E upper] [C level] [R of] ] [E the] [C ocean] ] [D [R for] [E long] [C intervals] [U .] ]",mood,mood,,,[A*][R][A][U][D][P][A][D],A*ADPAD
303,1.27,1,D,1.25->1.27,FN,1.25,1.6->1.25,must,[A we] [D must] [P look for] [A [E the] [C animal] [E [R in] [C question] ] ] [A [R among] [E those] [E marine] [C creatures] [E [A IMPLICIT] [A* creatures] [D already] [P cataloged] ] ],mood,mood,,,[A][D][P][A][A],ADPAA
303,1.52,3,D,1.46->1.52,FN,1.46,1.6->1.46,[E would] [F be] [C inclined],[A [R in] [E this] [C event] ] [A I] [D [E would] [F be] [C inclined] ] [F to] [P accept] [A [S [E the] [C existence] ] [A [R of] [E a] [E giant] [C narwhale] [U .] ] ],mood,,,,[A][A][D][F][P][A],AADPA
304,1.83,1,D,1.81->1.83,FN,1.81,1.6->1.81,would,"[A It] [D would] [S have] [A [C [E the] [C proportions] [E [A* proportions] [P determined] [A [R by] [E the] [C officers] [E [R of] [E the] [C Shannon] ] ] ] ] [U ,] [C [E the] [C instrument] [E [A* instrument] [S needed] [A [A IMPLICIT] [F to] [P perforate] [A [E the] [C Scotia] ] ] ] ] [U ,] [N and] [C [A* It] [S [E the] [C power] ] [A [F to] [P pierce] [A [E a] [E [C steamer] [R 's] ] [C hull] [U .] ] ] ] ]",mood,mood,,,[A][D][S][A],ADSA
307,1.72,1,D,1.62->1.72,FN,1.62,1.52->1.62,would,[A* warships] [R whose] [A [C [E* warships] [C mass] ] [N and] [C [E* warships] [E motor] [C power] ] ] [A it] [D would] [P possess] [D simultaneously] [U .],mood,mood,,,[A*][R][A][A][D][P][D][U,A*AADPD
309,1.2,1,D,1.18->1.20,FN,1.18,1.1->1.18,could,[A I] [D could] ... [P* protect] [A* dignity],mood,mood,,,[A][D][P*][A*,ADP*A*
309,1.24,1,D,1.22->1.24,FN,1.22,1.1->1.22,wanted,[A I] [D wanted] [F to] [P protect] [A [E my] [E professorial] [C dignity] ],mood,,,,[A][D][F][P][A],ADPA
310,1.239,1,D,1.230->1.239,FN,1.23,1.1->1.230,could,"[A [R With] [E its] [E [A IMPLICIT] [P untold] [A* depths] ] [C depths] ] [U ,] [D could] [D n't] [A [E the] [C sea] ... [E [E this] [C sea] [E [H [A* sea] [R that] [D never] [P changes] ] [L while] [H [A [E the] [E land] [C masses] ] [P undergo] [D almost] [A [E continuous] [C alteration] ] ] ] ] ] [P keep alive] [A [E such] [E huge] [C specimens] [E [R of] [C life] ] [E [R from] [E another] [C age] ] ] [U ,]",mood,mood,,occurs in a question,[A][U][D][D][A][P][A][U,ADDAPA
310,1.28,1,D,1.279->1.280,FN,1.279,1.1->1.279,Could,[D Could] [D n't] [A [E the] [C heart] [E [R of] [E the] [C ocean] ] ] [P hide] [A [E the] [C last] ],mood,mood,,occurs in a question,[D][D][A][P][A],DDAPA
311,1.5,1,D,1.3->1.5,FN,1.3,1.1->1.3,must,[A I] [D must] [D n't] [P let] [A [A [E these] [C fantasies] ] [P run away] [A [R with] [C me] ] ],mood,mood,,,[A][D][D][P][A],ADDPA
316,1.71,1,D,1.69->1.71,FN,1.69,1.1->1.69,needed,[A he] [D needed] [D only] [F to] [P [C fire] [N and] [C stoke] ] [A [E his] [C furnaces] ],mood,mood,,,[A][D][D][F][P][A],ADDPA
316,1.92,1,D,1.82->1.92,FN,1.82,1.1->1.82,would,[A [E [E Half] [E a] [C day] [R 's] ] [C delay] ] [D would] [F have] [F been] [S unforgivable],mood,mood,,,[A][D][F][F][S],ADS
318,1.16,2,D,1.14->1.16,FN,1.14,1.12->1.14,[E would] [C like],[A you] [D [E would] [C like] ] [F to] [P join] [A [P [E the] [C expedition] ] [A [R on] [E the] [C Abraham Lincoln] ] ],mood,mood,,,[A][D][F][P][A],ADPA
815,1.22,1,D,1.20->1.22,FN,1.2,1.16->1.20,needing,[A* I] [D badly] [D needing] [S [E a] [C rest] ],mood,mood,,,[A*][D][D][S],A*DDS
815,1.66,1,D,1.63->1.66,FN,1.63,1.1->1.63,could,[T now] [A nothing] [D could] [P hold ... back] [A me],mood,mood,,,[T][A][D][P][A],ADPA
816,1.27,1,D,1.23->1.27,FN,1.23,1.4->1.23,may,[A [E our] [C unicorn] ] [D may] [F be] [S gracious] [D enough] [A [F to] [P take] [A me] [A [R toward] [E the] [C coast] [E [R of] [C France] ] ] ],mood,mood,,,[A][D][F][S][D][A],ADSDA
816,1.48,1,D,1.43->1.48,FN,1.43,1.4->1.43,may,[A [E That] [E fine] [C animal] ] [D may] [G even] [D let] [A itself] [F be] [P captured] [A [R in] [E European] [C seas] ] [U -] [G as a personal favor to me],mood,mood,,,[A][D][G][D][A][F][P][A][U][G,ADDAPA
816,1.64,1,D,1.62->1.64,FN,1.62,1.4->1.62,ll,"[A I] [D 'll] [P bring back] [A [R to] [E the] [C Museum] [E [R of] [E Natural] [C History] ] ] [A [E [E [R at] [C least] ] [E half] [E a] [C meter] [R of] ] [E its] [E ivory] [C lance] [U !] [U ""] ]",mood,,,will --> tense should be F,[A][D][P][A][A],ADPAA
817,1.9,1,D,1.3->1.9,FN,1.3,1.1->1.3,would,[T [R in] [E the] [C meantime] ] [A I] [D would] [D have to] [P look for] [A [E this] [C narwhale] ] [A [R in] [E the] [E northern] [E Pacific] [C Ocean] ],mood,mood,,,[T][A][D][D][P][A][A],ADDPAA
817,1.1,2,D,1.3->1.10,FN,1.3,1.1->1.3,have to,[T [R in] [E the] [C meantime] ] [A I] [D would] [D have to] [P look for] [A [E this] [C narwhale] ] [A [R in] [E the] [E northern] [E Pacific] [C Ocean] ],mood,mood,,,[T][A][D][D][P][A][A],ADDPAA
820,1.57,1,D,1.55->1.57,FN,1.55,1.52->1.55,could,"[A* enthusiast] [R who] [D could] [P run] [D [R with] [E acrobatic] [C agility] ] [D [C up] [N and] [C down] ] [A [E the] [E whole] [C ladder] [E [R of] [C branches] [U ,] [C groups] [U ,] [C classes] [U ,] [C subclasses] [U ,] [C orders] [U ,] [C families] [U ,] [C genera] [U ,] [C subgenera] [U ,] [C species] [U ,] [N and] [C varieties] ] ]",mood,mood,,,[A*][R][D][P][D][D][A],A*DPDDA
820,1.155,1,D,1.152->1.155,FN,1.152,1.149->1.152,could,[R that] [A he] [D could] [P tell] [A [E a] [E sperm] [C whale] ] [A [R from] [E a] [E baleen] [C whale] ],mood,mood,,,[R][A][D][P][A][A],ADPAA
822,1.36,1,D,1.34->1.36,FN,1.34,1.1->1.34,Please,[A IMPLICIT] [D Please] [P forgive] [A me] [A [R for] [E this] [E [S underhanded] [A* way] ] [C way] [E [A* me] [R of] [P admitting] [A [A I] [F had] [P turned] [T forty] [U .] ] ] ],mood,,,should be F in updated guideline?,[A][D][P][A][A],ADPAA
825,1.16,1,D,1.15->1.16,FN,1.15,1.1->1.15,Ordinarily,"[D Ordinarily] [U ,] [A I] [T never] [P asked] [A [D [C whether] [N or] [C not] ] [F it] [P suited] [A him] [A [A* him] [F to] [P go] [A [R with] [C me] ] [A [R on] [E my] [C journeys] ] ] ]",mood,,,looks like speaker attitude,[D][U][A][T][P][A],DAPA
825,1.54,1,D,1.52->1.54,FN,1.52,1.45->1.52,could,[A* expedition] [R that] [D could] [P drag on] [T indefinitely],mood,mood,,,[A*][R][D][P][T],A*DP
825,1.74,1,D,1.72->1.74,FN,1.72,1.69->1.72,could,[A* animal] [R that] [D could] [P sink] [A [E a] [C frigate] ] [D [R as] [C easily] [R as] ] [A [E a] [E walnut] [C shell] ],mood,mood,,,[A*][R][D][P][A][D][A],A*DPADA
825,1.112,1,D,1.110->1.112,FN,1.11,1.1->1.110,would,[A What] [D would] [A Conseil] [P say] [U ?],mood,mood,,,[A][D][A][P][U,ADAP
826,1.106,2,D,1.104->1.106,FN,1.104,1.85->1.104,[C* Pack] [E can],[P* Pack] [A you] [D [C* Pack] [E can] ],mood,mood,,,[P*][A][D],P*AD
826,1.163,1,D,1.161->1.163,FN,1.161,1.1->1.161,ll,[A We] [D 'll] [P deal] [A [R with] [C them] ] [T later],mood,,,will --> tense should be F,[A][D][P][A][T],ADPA
826,1.236,1,D,1.234->1.236,FN,1.234,1.233->1.234,ll,[A They] [D 'll] [P feed] [A it],mood,,,will --> tense should be F,[A][D][P][A],ADPA
826,1.25,1,D,1.248->1.250,FN,1.248,1.233->1.248,ll,[A we] [D 'll] [P leave] [A [A IMPLICIT] [A* we] [P instructions] [A [A IMPLICIT] [F to] [P ship] [A [E the] [E whole] [C menagerie] ] [A [R to] [C France] ] ] ],mood,,,will --> tense should be F,[A][D][P][A],ADPA
826,1.355,3,D,1.345->1.355,FN,1.345,1.336->1.345,that 's all,"[S IMPLICIT] [A* detour] [A [E A] [C route] [E [A* route] [D slightly] [D less] [S direct] ] ] [U ,] [D that 's all]",mood,,,pragmatic level meaning,[S][A*][A][U][D],SA*AD
827,1.104,1,D,1.100->1.104,FN,1.1,1.6->1.100,can,[A [E These] [C beasts] ] [D can] [F be] [D quite] [P unpredictable],mood,mood,,,[A][D][F][D][P],ADDP
828,1.34,1,D,1.30->1.34,FN,1.3,1.22->1.30,want,[A I] [F do] [D n't] [D want] [F to] [P hide] [A anything] [A [R from] [C you] ],mood,mood,,how to treat want?,[A][F][D][D][F][P][A][A],ADDPAA
835,1.8,1,D,1.2->1.8,FN,1.2,1.1->1.2,perfectly,[A [E The] [C Abraham Lincoln] ] [F had] [F been] [D perfectly] [P [C chosen] [N and] [C fitted out] ] [A [R for] [E its] [E new] [C [A* Abraham Lincoln] [P assignment] ] ],mood,,,,[A][F][F][D][P][A],ADPA
839,1.35,1,D,1.33->1.35,FN,1.33,1.1->1.33,d,[A I] [D 'd] [F been] [P delayed] [T [R by] [C [C [E [E a] [C quarter] [R of] ] [E an] [C hour] ] [N or] [C [C* [E [E a] [C quarter] [R of] ] [E an] [C hour] ] [E [E even] [C less] ] ] ] ],mood,mood,,,[A][D][F][P][T],ADP
839,1.59,1,D,1.55->1.59,FN,1.55,1.1->1.55,would,[A [E the] [C frigate] ] [D would] [F have] [P gone] [D without] [A me],mood,mood,,,[A][D][F][P][D][A],ADPDA
839,1.68,1,D,1.66->1.68,FN,1.66,1.1->1.66,would,"[A I] [D would] [F have] [P missed out] [A [R on] [A [E this] ... [C expedition] [U ,] [E [A* expedition] [R whose] [A [S true] [A story] ] [D might] [D well] [P meet] [A [R with] [E some] [C [A IMPLICIT] [P skepticism] [U .] ] ] ] ] [S [C unearthly] [U ,] [C extraordinary] [U ,] [N and] [C inconceivable] ] ]",mood,mood,,,[A][D][F][P][A],ADPA
839,1.89,1,D,1.84->1.89,FN,1.84,1.73->1.84,might,[A* expedition] [R whose] [A [S true] [A story] ] [D might] [D well] [P meet] [A [R with] [E some] [C [A IMPLICIT] [P skepticism] [U .] ] ],mood,mood,,,[A*][R][A][D][D][P][A],A*ADDPA
840,1.9,1,D,1.3->1.9,FN,1.3,1.1->1.3,want,"[A [E Commander] [C Farragut] ] [F did] [D n't] [D want] [F to] [P waste] [T [C [E a] [E single] [C day] ] [U ,] [N or] [C [E even] [E a] [E single] [C hour] ] ]",mood,,,,[A][F][D][D][F][P][T],ADDP
841,1.19,1,D,1.17->1.19,FN,1.17,1.16->1.17,Aye,"[A* we] [S* up to pressure] [D Aye] [U ,] [G sir]",mood,,,becomes F in update guideline?,[A*][S*][D][U][G,A*S*D
880,1.181,1,D,1.177->1.181,FN,1.177,1.1->1.177,would,[A [E Commander] [C Farragut] ] [D would] [P slay] [A [E the] [C narwhale] ],mood,mood,,,[A][D][P][A],ADPA
880,1.192,1,D,1.188->1.192,FN,1.188,1.1->1.188,would,[A [E the] [C narwhale] ] [D would] [P slay] [A [E Commander] [C Farragut] ],mood,mood,,,[A][D][P][A],ADPA
881,1.2,1,D,1.15->1.20,FN,1.15,1.1->1.15,could,"[A IMPLICIT] [A [H [A They] ... [P [C chatting] [U ,] [C discussing] [U ,] [C arguing] ] ] [U ,] [H [A* They] [P calculating] [A [E the] [E different] [C chances] [E [A IMPLICIT] [R of] [P [E an] [C encounter] ] ] ] ] [U ,] [L and] [H [A* They] [P observing] [A [E the] [E vast] [C expanse] [E [R of] [E the] [C ocean] ] ] ] ] [D could] [F be] [P heard]",mood,mood,,,[A][A][D][F][P],AADP
881,1.81,1,D,1.79->1.81,FN,1.79,1.73->1.79,would,[A* one] [R who] [D would] [F have] [P cursed] [A [E such] [C toil] ] [A [R under] [E any] [E other] [C circumstances] ],mood,mood,,,[A*][R][D][F][P][A][A],A*DPAA
881,1.124,1,D,1.123->1.124,FN,1.123,1.117->1.123,could,[A* feet] [D could] [D n't] [P hold still] [A [R on] [E the] [C planking] [E [R of] [E the] [C deck] [E below] ] ],mood,mood,,,[A*][D][D][P][A],A*DDPA
883,1.35,1,D,1.31->1.35,FN,1.31,1.1->1.31,would,"[A [E Our] [C frigate] ] [D would] [F have] [F had] [D fivescore] [D good] [S reasons] [A [R for] [P renaming] [A itself] [A [E the] [C Argus] ] [U ,] [A [R after] [E that] [E mythological] [C beast] [E [R with] [E 100] [C eyes] ] ] ]",mood,mood,,,[A][D][F][F][D][D][S][A],ADDDSA
884,1.37,1,D,1.31->1.37,FN,1.31,1.1->1.31,could,[A IMPLICIT] [D No] [A [E whaling] [C vessel] ] [D could] [F have] [F been] [D better] [S armed],mood,mood,,,[A][D][A][D][F][F][D][S],ADADDS
884,1.148,1,D,1.136->1.148,FN,1.136,1.1->1.136,could,"[A [E [A IMPLICIT] [P Made] [A [R in] [C America] ] ... [A* instrument] ] [U ,] [E this] [E valuable] [C instrument] ] [D could] [P fire] [A [E a] [E [E four] [U -] [C kilogram] ] [E conical] [C projectile] ] [A [E [E an] [E average] [C distance] [R of] ] [E sixteen] [C kilometers] ] [D [R without] [E the] [E least] [C bother] [U .] ]",mood,mood,,,[A][D][P][A][A][D],ADPAAD
887,1.5,1,D,1.2->1.5,FN,1.2,1.1->1.2,about,[A Ned Land] [F was] [D about] [T [E forty] [C years] ] [S old],mood,degree,,should be degree?,[A][F][D][T][S],ADS
887,1.73,2,D,1.72->1.73,FN,1.72,1.1->1.72,[R above] [C all],"[P* caught] [A* [E the] [C attention] ] [D [R above] [C all] ] [A [E the] [C strength] [E [R of] [E his] [C gaze] ] [U ,] [E [A* strength] [R which] [P gave] [A [E a] [E unique] [C emphasis] ] [A [R to] [E his] [E facial] [C appearance] [U .] ] ] ]",mood,,,,[P*][A*][D][A],P*A*DA
888,1.53,1,D,1.51->1.53,FN,1.51,1.1->1.51,can,[A I] [D can] [P do] [D [E no] [C better] ] [A [R than] [F to] [P compare] [A him] [A [R with] [E a] [E powerful] [C telescope] [E [A* telescope] [R that] [D could] [P double] [A [R as] [E a] [C cannon] [E [A* cannon] [T always] [D ready] [F to] [P fire] [U .] ] ] ] ] ],mood,mood,,,[A][D][P][D][A],ADPDA
888,1.7,1,D,1.68->1.70,FN,1.68,1.63->1.68,could,[A* telescope] [R that] [D could] [P double] [A [R as] [E a] [C cannon] [E [A* cannon] [T always] [D ready] [F to] [P fire] [U .] ] ],mood,mood,,,[A*][R][D][P][A],A*DPA
889,1.25,1,D,1.23->1.25,FN,1.23,1.1->1.23,must,[A I] [D must] [P admit] [A [A he] [P took a ... liking] [D definite] ... [A [R to] [C me] ] ],mood,mood,,,[A][D][P][A],ADPA
889,1.3,1,D,1.27->1.30,FN,1.27,1.23->1.27,definite,[A he] [P took a ... liking] [D definite] ... [A [R to] [C me] ],mood,degree/description?,,,[A][P][D][A],APDA
892,1.23,1,D,1.21->1.23,FN,1.21,1.1->1.21,must,[A I] [D must] [P admit] [A [R that] [A he] [D flatly] [F did] [D n't] [P believe] [A [R in] [E the] [C unicorn] ] ],mood,mood,,,[A][D][P][A],ADPA
895,1.14,1,D,1.4->1.14,FN,1.4,1.3->1.4,how,[G Ned] ... [D how] [D can] [A you] [T still] [P doubt] [A [S [E the] [C reality] ] [A [R of] [E this] [C cetacean] [E [A* cetacean] [A we] [P 're after] ] ] ],mood,mood,,i think 'how can you ...' should analyzed together as a construction,[G][D][D][A][T][P][A],DDAPA
895,1.15,1,D,1.4->1.15,FN,1.4,1.3->1.4,can,[G Ned] ... [D how] [D can] [A you] [T still] [P doubt] [A [S [E the] [C reality] ] [A [R of] [E this] [C cetacean] [E [A* cetacean] [A we] [P 're after] ] ] ],mood,,,,[G][D][D][A][T][P][A],DDAPA
896,1.52,1,D,1.49->1.52,FN,1.49,1.45->1.49,Just,"[P IMPLICIT] [A IMPLICIT] [D Just] [D maybe] [U ,] [G Professor Aronnax] [U .] [U ""]",mood,degree?,,,[P][A][D][D][U][G][U][U,PADD
896,1.53,1,D,1.49->1.53,FN,1.49,1.45->1.49,maybe,"[P IMPLICIT] [A IMPLICIT] [D Just] [D maybe] [U ,] [G Professor Aronnax] [U .] [U ""]",mood,mood + degree?,,,[P][A][D][D][U][G][U][U,PADD
897,1.36,1,D,1.32->1.36,FN,1.32,1.6->1.32,should,[A [E your] [C mind] ] [D should] [D easily] [P accept] [A [E this] [C hypothesis] [E [R of] [E an] [E enormous] [C cetacean] ] ],mood,mood,,,[A][D][D][P][A],ADDPA
897,1.51,3,D,1.49->1.51,FN,1.49,1.6->1.49,ought to be,"[A you] [D ought to be] [A [E the] [E last] [C one] ] [F to] [P doubt] [A it] [A [R under] [E these] [C circumstances] [U !] [U ""] ]",mood,mood,,,[A][D][A][F][P][A][A],ADAPAA
